[0.0337, 0.0156, 0.061, 0.1133, 0.3283, 0.2608, 0.0483, 0.0746, 0.0346, 0.0298],
[0.0772, 0.1059, 0.0696, 0.2544, 0.1356, 0.17, 0.0623, 0.0155, 0.0951, 0.0145],
[0.0009, 0.0876, 0.1297, 0.2188, 0.1672, 0.1538, 0.0536, 0.1041, 0.0231, 0.0611],
[0.0367, 0.033, 0.0385, 0.1419, 0.2302, 0.3024, 0.1241, 0.0415, 0.0462, 0.0055],
[0.1142, 0.0079, 0.015, 0.1356, 0.181, 0.3739, 0.055, 0.0058, 0.0474, 0.0642],
[0.1234, 0.0118, 0.0292, 0.2383, 0.2232, 0.2284, 0.0145, 0.0633, 0.0591, 0.0089],
[0.035, 0.1218, 0.1103, 0.1544, 0.1699, 0.2062, 0.0218, 0.1043, 0.065, 0.0112],
[0.0191, 0.0423, 0.0864, 0.1835, 0.1835, 0.3288, 0.0058, 0.1151, 0.0063, 0.0294],
[0.0646, 0.0116, 0.0323, 0.147, 0.2064, 0.4132, 0.0174, 0.0066, 0.0582, 0.0428],
[0.0088, 0.0668, 0.0235, 0.4425, 0.0951, 0.2336, 0.002, 0.0576, 0.0164, 0.0537],
[0.0095, 0.0938, 0.0114, 0.1791, 0.1511, 0.2755, 0.0625, 0.1417, 0.0651, 0.0102],
[0.0747, 0.0628, 0.0427, 0.2911, 0.1895, 0.1038, 0.0799, 0.045, 0.0924, 0.018],
[0.0422, 0.006, 0.0712, 0.1913, 0.2172, 0.3701, 0.0029, 0.0344, 0.035, 0.0295],
[0.0222, 0.0071, 0.0125, 0.2399, 0.4437, 0.1185, 0.0592, 0.0334, 0.0287, 0.0349],
[0.0383, 0.0673, 0.0615, 0.1999, 0.1343, 0.1195, 0.1116, 0.1143, 0.0438, 0.1094],
[0.007, 0.0779, 0.0788, 0.3996, 0.1353, 0.1179, 0.0295, 0.0561, 0.0829, 0.0151],
